,StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1,Q2,gender,age_group,rgn_nm,bmclub,division,memberNo,SEG,weight
601,2025-10-16 17:26:47,2025-10-16 17:29:27,159,TRUE,2025-10-16 17:29:28,R_9jccTdmIq2dETJW,10 ,빠르다! 내가 원하는 물품을 고생하지않고 집앞까지  배달되어 시간도 아끼고 간편하다!,FEMALE,50대이상,수도권,미구독,[BMART],2.1101E+11,FEMALE50대이상,
610,2025-10-16 17:29:54,2025-10-16 17:30:16,21,TRUE,2025-10-16 17:30:17,R_4Uln0vcnORBy3AJ,7 ,특가좋아요,FEMALE,50대이상,수도권,구독,"[BMART, Store]",1.80101E+11,FEMALE50대이상,
616,2025-10-16 17:29:51,2025-10-16 17:30:44,52,TRUE,2025-10-16 17:30:45,R_4F98DecwGX0quS9,8 ,저렴하게 구입가능한 품목들이 있어요^^,FEMALE,50대이상,수도권,구독,[Store],2.00903E+11,FEMALE50대이상,
627,2025-10-16 17:27:39,2025-10-16 17:32:15,275,TRUE,2025-10-16 17:32:17,R_9kNSfyp1geDXjNg,10 ,핸드폰으로 장봐서 빠르고 쉽게 내집앞에서 받는다.근데 가격도 비싸지 않다.그리고 직접보고 고른게 아닌데 신선식품류도 매우 신선한편이다,FEMALE,50대이상,수도권,구독,[BMART],2.40229E+11,FEMALE50대이상,
653,2025-10-16 17:34:23,2025-10-16 17:34:39,16,TRUE,2025-10-16 17:34:41,R_4kaNuQ3k51uUAYV,10 ,빠른 배달,FEMALE,50대이상,수도권,구독,[Store],2.00722E+11,FEMALE50대이상,
658,2025-10-16 17:34:10,2025-10-16 17:35:24,74,TRUE,2025-10-16 17:35:26,R_4zkBSJt5Wn5VU9m,7 ,"첫 주문 하고 나서 한달동안 무료배송 혜택이 없어짐, 배너가 있다가 주문하려고 하면 없어짐. 한달동안 무료배송 혜택이 없어진건지. 첫주문 하고 빈정상해버림 ",FEMALE,50대이상,수도권,구독,[BMART],2.50817E+11,FEMALE50대이상,
682,2025-10-16 17:37:51,2025-10-16 17:38:43,51,TRUE,2025-10-16 17:38:44,R_4SwDRlp4tgWxDO1,7 ,빠르고 장 보고 집앞으로 편하게 배송되어서 좋아요,FEMALE,50대이상,수도권,구독,[Store],2.10501E+11,FEMALE50대이상,
693,2025-10-16 17:40:32,2025-10-16 17:41:33,61,TRUE,2025-10-16 17:41:34,R_9wiwijjX7K46Lis,10 ,"필요한 물건을 바로바로 빠르게 배송해주니 좋고
가끔 주시는 쿠폰이나 할인으로 좋은 가격에 구매해서 만족!",FEMALE,50대이상,수도권,미구독,[BMART],2.10917E+11,FEMALE50대이상,
697,2025-10-16 17:41:22,2025-10-16 17:43:04,102,TRUE,2025-10-16 17:43:05,R_9Xn5bxjrN7ACZEf,10 ,소량의 주문에도 상품별로 꼼꼼한 포장과 빠른배송에 늘 감사드립니다.,FEMALE,50대이상,수도권,미구독,[BMART],2.10126E+11,FEMALE50대이상,
704,2025-10-16 17:43:54,2025-10-16 17:45:03,69,TRUE,2025-10-16 17:45:04,R_4R929iWWXBJaoU1,5 ,대형마트나 컬리 로켓프레시보다 전체적으로 비싸단 느낌이 들어요,FEMALE,50대이상,수도권,미구독,[BMART],2.50919E+11,FEMALE50대이상,
709,2025-10-16 17:45:05,2025-10-16 17:45:44,38,TRUE,2025-10-16 17:45:45,R_9y48mzW50wHYB7d,10 ,빠르게 장을 볼수 있어서 좋아요,FEMALE,50대이상,수도권,미구독,[BMART],2.10627E+11,FEMALE50대이상,
714,2025-10-16 17:45:09,2025-10-16 17:47:05,115,TRUE,2025-10-16 17:47:06,R_9Gy44Bx9VJ1nNO9,10 ,"품질도 좋고 가격 저렴한 상품도 있고,
빠른 배달이 제일 맘에 듭니다.
",FEMALE,50대이상,수도권,구독,[BMART],2.00725E+11,FEMALE50대이상,
724,2025-10-16 17:47:48,2025-10-16 17:49:13,84,TRUE,2025-10-16 17:49:14,R_9PAULAefO4nmODn,8 ,배달 빠르고 제품도 다양해요,FEMALE,50대이상,수도권,구독,"[BMART, Store]",2.10228E+11,FEMALE50대이상,
741,2025-10-16 17:35:56,2025-10-16 17:53:47,1071,TRUE,2025-10-16 17:53:48,R_9QyHDILJKeohPkO,9 ,배달이30분내로 되니까 편하고 1인분씩 파니까 좋고 할인 상품도 많아서 구매 하게 됩니다,FEMALE,50대이상,수도권,미구독,[BMART],2.00703E+11,FEMALE50대이상,
746,2025-10-16 17:51:42,2025-10-16 17:54:06,144,TRUE,2025-10-16 17:54:07,R_9h9r1c2htdNrxkF,10 ,"새벽배달부터 편하게 다양한구성으로 되어있어서 
자취하는 분들에게 좋은것같아요.
배달시간 다양하고 할인쿠폰등 잘이용하면 가격도 나쁘지 않아요",FEMALE,50대이상,수도권,구독,[BMART],2.10629E+11,FEMALE50대이상,
752,2025-10-16 17:54:53,2025-10-16 17:55:29,35,TRUE,2025-10-16 17:55:30,R_4GVqHsxXQjxBHbZ,10 ,빠르고 늦은시간이용가능하며 합리적 가격,FEMALE,50대이상,수도권,미구독,"[BMART, Store]",2.00809E+11,FEMALE50대이상,
766,2025-10-16 17:59:36,2025-10-16 18:00:06,30,TRUE,2025-10-16 18:00:08,R_4nmyqPuOxhawV3P,5 ,그닥 아주 편리한 시스템이 아닌거 같네요,FEMALE,50대이상,수도권,미구독,[Store],2.10324E+11,FEMALE50대이상,
770,2025-10-16 18:00:00,2025-10-16 18:01:03,62,TRUE,2025-10-16 18:01:04,R_9qxyPJggIjPQPNY,8 ,제일 좋은점은 신속한 배달 입니다..상품들도 대체적으로 만족합니다,FEMALE,50대이상,수도권,미구독,"[BMART, Store]",2.00519E+11,FEMALE50대이상,
805,2025-10-16 18:09:17,2025-10-16 18:12:00,163,TRUE,2025-10-16 18:12:01,R_9T5z7NuAL5pBEPf,10 ,"일단 종류도 다양하고  배달도 신속하게 잘 갖다준다.
포장도 꼼꼼하게  잘 해줘서 좋았어요.
늦은시간에도  장을 볼수있어서 좋음.
만족",FEMALE,50대이상,수도권,미구독,[BMART],2.41213E+11,FEMALE50대이상,
806,2025-10-16 18:10:52,2025-10-16 18:12:02,69,TRUE,2025-10-16 18:12:03,R_9rkc0OP4VZ6hIni,10 ,빠른 배송.신선한 식품.,FEMALE,50대이상,수도권,구독,[BMART],2.00512E+11,FEMALE50대이상,
808,2025-10-16 18:12:12,2025-10-16 18:13:01,49,TRUE,2025-10-16 18:13:02,R_4kzX5RLLSZPMujC,10 ,착한가격 바로배송 너무 편하고 좋아요~,FEMALE,50대이상,수도권,구독,[BMART],2.10716E+11,FEMALE50대이상,
814,2025-10-16 18:15:25,2025-10-16 18:16:28,62,TRUE,2025-10-16 18:16:30,R_9QxDAwuntWek8P6,10 ,쿠폰 사용으로 더 저렴하게 구입할 수 있음,FEMALE,50대이상,수도권,구독,[Store],1.80318E+11,FEMALE50대이상,
815,2025-10-16 18:15:33,2025-10-16 18:16:52,79,TRUE,2025-10-16 18:16:54,R_9nmBRzk9BbAwLSx,5 ,신선도가. 더 좋았으면 하고 물건이 취소되는 경우도 있습니다,FEMALE,50대이상,수도권,구독,[BMART],2.40106E+11,FEMALE50대이상,
826,2025-10-16 18:20:38,2025-10-16 18:21:32,54,TRUE,2025-10-16 18:21:33,R_49zRi9A9SKD628p,10 ,편리하게 바로 필요한만큼주문가능하여 사용편리합니다.,FEMALE,50대이상,수도권,구독,[BMART],1.80713E+11,FEMALE50대이상,
839,2025-10-16 18:32:02,2025-10-16 18:33:15,73,TRUE,2025-10-16 18:33:16,R_9AUNifR5dlVjIw9,10 ,"신속 정확,빠름 너무좋아요 상품도 대체적으로 원하는건 모두 있고 포장도 깔끔하게 잘와요",FEMALE,50대이상,수도권,미구독,[BMART],2.40704E+11,FEMALE50대이상,
841,2025-10-16 18:32:50,2025-10-16 18:34:56,126,TRUE,2025-10-16 18:34:57,R_91iuDOrt0WIsOu3,10 ,"빠른 배달과  예약배달이 가능하다는 점~~
배민클럽일 경우 10% 쿠폰이 항상 있다는 점",FEMALE,50대이상,수도권,구독,"[BMART, Store]",2.11204E+11,FEMALE50대이상,
843,2025-10-16 18:36:27,2025-10-16 18:37:27,59,TRUE,2025-10-16 18:37:27,R_4fKL5CrgRrovmAp,9 ,빨라서요. 급할 때 바로 오니까요.,FEMALE,50대이상,수도권,구독,[BMART],2.11214E+11,FEMALE50대이상,
849,2025-10-16 18:39:52,2025-10-16 18:41:06,74,TRUE,2025-10-16 18:41:08,R_99o977cZH7QjSms,1 ,찾는물품이없는편,FEMALE,50대이상,수도권,구독,[Store],2.11231E+11,FEMALE50대이상,
884,2025-10-16 19:21:58,2025-10-16 19:23:15,76,TRUE,2025-10-16 19:23:17,R_4nMkkP3aao4JVwi,10 ,"소포장 위주라 소가족 구성에 적합하고 주문, 배송이 편리하다",FEMALE,50대이상,수도권,구독,[BMART],2.10112E+11,FEMALE50대이상,
885,2025-10-16 19:22:34,2025-10-16 19:23:50,75,TRUE,2025-10-16 19:23:51,R_9IsO2KltODxgXgl,7 ,나는 괜찮았지만 지인들 라이프스타일엔 부합하지 않을수도 있어서,FEMALE,50대이상,수도권,구독,[BMART],1.8082E+11,FEMALE50대이상,
887,2025-10-16 19:27:39,2025-10-16 19:29:00,80,TRUE,2025-10-16 19:29:01,R_4EdOmo4HJsw0Krf,10 ,"우선 배송이 빠르고, 품목도 다양하고 좋습니다.",FEMALE,50대이상,수도권,미구독,[BMART],2.5073E+11,FEMALE50대이상,
894,2025-10-16 19:41:05,2025-10-16 19:41:29,24,TRUE,2025-10-16 19:41:30,R_9jvL0TD1NCqBPSy,5 ,임팩트는 없는듯,FEMALE,50대이상,수도권,미구독,[BMART],1.91205E+11,FEMALE50대이상,
896,2025-10-16 19:42:08,2025-10-16 19:43:23,75,TRUE,2025-10-16 19:43:24,R_4dLnKokZ9pA1UF5,10 ,"편하게 주문하고 배송도 빨라요
세일상품도 좀 있고 제품도 괜찮아요",FEMALE,50대이상,수도권,구독,[BMART],2.31222E+11,FEMALE50대이상,
908,2025-10-16 20:08:57,2025-10-16 20:09:56,58,TRUE,2025-10-16 20:09:57,R_4y1NVCF9jvS5chw,8 ,빠른 배송,FEMALE,50대이상,수도권,미구독,"[BMART, Store]",2.10116E+11,FEMALE50대이상,
909,2025-10-16 20:09:51,2025-10-16 20:10:29,38,TRUE,2025-10-16 20:10:31,R_4mreggYQWNbRBHk,9 ,생각보다 훨씬 편리합니다. ,FEMALE,50대이상,수도권,미구독,[Store],2.50604E+11,FEMALE50대이상,
916,2025-10-16 20:28:32,2025-10-16 20:30:31,119,TRUE,2025-10-16 20:30:33,R_429D1MngGLtcB4U,9 ,배송도 완전 빠르고 가격도 합리적 입니다,FEMALE,50대이상,수도권,구독,[BMART],1.71209E+11,FEMALE50대이상,
917,2025-10-16 20:41:15,2025-10-16 20:42:04,49,TRUE,2025-10-16 20:42:05,R_436JEewNx7wMAnf,9 ,빠른 배송과 할인상품이 좋아요,FEMALE,50대이상,수도권,구독,"[BMART, Store]",2.40301E+11,FEMALE50대이상,
919,2025-10-16 20:53:31,2025-10-16 20:54:55,84,TRUE,2025-10-16 20:54:57,R_4oD8YF8vrTSFbkl,10 ,"직접 외출하는 시간을 절약할 수 있으며, 신선도 또한 믿고 구매할 수 있어 만족스럽습니다.",FEMALE,50대이상,수도권,구독,[BMART],1.90222E+11,FEMALE50대이상,
922,2025-10-16 20:57:48,2025-10-16 20:58:44,55,TRUE,2025-10-16 20:58:45,R_4F4FUlABByO0zcj,7 ,"쿠폰금액이넘적고  배민클럽아니면
구매하기 비싸네요
",FEMALE,50대이상,수도권,미구독,"[BMART, Store]",1.81024E+11,FEMALE50대이상,
929,2025-10-16 21:00:29,2025-10-16 21:06:43,374,TRUE,2025-10-16 21:06:45,R_4Dwtktfs14jZ4xp,10 ,"1.빠르고 편리하고, 할인쿠폰도 있어요.
2.편의점의 경우는 소액도 배달 가능해서 좋아요.
3.한쪽에 물건이 없으면 다른 마트를 이용할 수 있죠. 여러군데가 있어서 좋아요.",FEMALE,50대이상,수도권,미구독,[Store],2.31225E+11,FEMALE50대이상,
932,2025-10-16 21:23:57,2025-10-16 21:24:40,43,TRUE,2025-10-16 21:24:41,R_4X2PAef9A221HDr,6 ,바로 받을수 있어ㅓ,FEMALE,50대이상,수도권,구독,[BMART],2.21031E+11,FEMALE50대이상,
945,2025-10-16 22:24:41,2025-10-16 22:25:31,49,TRUE,2025-10-16 22:25:32,R_9Nws9ZDBFZeba10,10 ,새벽배송보다 빠르게 받아볼수 있다. 과일 신선함,FEMALE,50대이상,수도권,구독,[BMART],1.70421E+11,FEMALE50대이상,
947,2025-10-16 22:45:58,2025-10-16 22:47:40,102,TRUE,2025-10-16 22:47:42,R_4RWs8hK0OGZWb4J,10 ,급할때나 갑자기 필요한 물품들이 있고 배달도 빠르고 저렴한것들도 많아요,FEMALE,50대이상,수도권,구독,[BMART],2.00304E+11,FEMALE50대이상,
954,2025-10-16 23:22:19,2025-10-16 23:22:55,36,TRUE,2025-10-16 23:22:56,R_4SLo2Tmx4bD0GT7,10 ,배달 빠르고 원하는 상품들이 구비되어 있어요,FEMALE,50대이상,수도권,구독,[BMART],2.10131E+11,FEMALE50대이상,
960,2025-10-16 23:33:22,2025-10-16 23:35:32,129,TRUE,2025-10-16 23:35:32,R_9EYISbp8oWSXHtk,9 ,빠른 배송이 생활에 도움이 되어 좋아요.,FEMALE,50대이상,수도권,미구독,"[BMART, Store]",2.00307E+11,FEMALE50대이상,
962,2025-10-17 00:09:43,2025-10-17 00:17:18,454,TRUE,2025-10-17 00:17:19,R_9ythhoHVE5vNs7D,10 ,"일정금액 이상이면  무료배달 혜택과
할인쿠폰도  적용되니  수고로음도 덜고
문앞까지  배달되고  꼼꼼한 포장까지
정말  만족합니다.",FEMALE,50대이상,수도권,구독,[BMART],2.00313E+11,FEMALE50대이상,
972,2025-10-17 06:08:58,2025-10-17 06:10:10,72,TRUE,2025-10-17 06:10:11,R_4sAZhkVUdPfvojQ,10 ,"당일 즉시배달은 매우 매력적인 이유입니다.
",FEMALE,50대이상,수도권,미구독,[BMART],2.10114E+11,FEMALE50대이상,
982,2025-10-17 09:12:25,2025-10-17 09:13:00,35,TRUE,2025-10-17 09:13:01,R_4CIMorNPEcd5EJy,10 ,급할때 집 앞까지 배달해주어 편리합니다,FEMALE,50대이상,수도권,구독,[BMART],1.41018E+11,FEMALE50대이상,
16,2025-10-16 17:01:12,2025-10-16 17:02:31,78,TRUE,2025-10-16 17:02:33,R_4isbHEXCZ58nBo0,7 ,상품가격이 동네수퍼보다 비싼 경우가 있어서,FEMALE,50대이상,지방,구독,[BMART],1.80805E+11,FEMALE50대이상,
18,2025-10-16 17:01:19,2025-10-16 17:02:35,75,TRUE,2025-10-16 17:02:37,R_4Y4cm0OXEjYI13r,10 ,"빠른배송,저렴한가격,다 좋아요",FEMALE,50대이상,지방,미구독,"[BMART, Store]",2.40216E+11,FEMALE50대이상,
75,2025-10-16 17:04:20,2025-10-16 17:05:29,68,TRUE,2025-10-16 17:05:30,R_9S6prXIm8E9uPY1,8 ,"배송비가 있지만 할인쿠폭도 많고 편하게 편의점,마트 장볼수있어서 좋아요",FEMALE,50대이상,지방,구독,[Store],2.00114E+11,FEMALE50대이상,
137,2025-10-16 17:06:42,2025-10-16 17:08:14,91,TRUE,2025-10-16 17:08:15,R_4e5oHaeY8YUNPyi,10 ,장보기에시간이없었는데집앞까지배달.원하는시간에해주셔서감사합니다.,FEMALE,50대이상,지방,구독,[BMART],2.50107E+11,FEMALE50대이상,
167,2025-10-16 17:06:45,2025-10-16 17:08:59,133,TRUE,2025-10-16 17:09:00,R_4s6QLm0VBNpQYp3,10 ,대형마트온라인몰 보다 배달이 빠르고 할인율도 좋아서 급할때 이용하기 좋습니다.,FEMALE,50대이상,지방,미구독,[Store],1.90809E+11,FEMALE50대이상,
205,2025-10-16 17:08:46,2025-10-16 17:10:01,75,TRUE,2025-10-16 17:10:02,R_4pVTyoqqMB14Xuh,8 ,"급하게 재료가 필요할때 
제가 움직일수 없을때
30분안에 배달이 오니
너무너무 편하더라구요",FEMALE,50대이상,지방,구독,[Store],2.00203E+11,FEMALE50대이상,
229,2025-10-16 17:10:00,2025-10-16 17:10:41,40,TRUE,2025-10-16 17:10:42,R_4TTvJaVukfquojz,9 ,무료배송도 좋고 빠른배송도 좋아요,FEMALE,50대이상,지방,미구독,[Store],1.80717E+11,FEMALE50대이상,
270,2025-10-16 17:10:18,2025-10-16 17:12:11,112,TRUE,2025-10-16 17:12:12,R_9D2lbgDWPqMLg3t,10 ,"필요한것이 있을때 주문하면 바로 배송해줌 
저녁에 마감 세일도 좋고 할인 쿠폰도 있어서 좋음
근데 제품이 좀 더 다양했으면..(생선류)",FEMALE,50대이상,지방,구독,"[BMART, Store]",2.10414E+11,FEMALE50대이상,
311,2025-10-16 17:12:06,2025-10-16 17:13:19,73,TRUE,2025-10-16 17:13:20,R_4bJmcemOslOXmBF,10 ,소분된 신선식품 구입에 적합하고 빠른 배송도 장점,FEMALE,50대이상,지방,구독,[BMART],2.0062E+11,FEMALE50대이상,
326,2025-10-16 17:10:51,2025-10-16 17:13:54,182,TRUE,2025-10-16 17:13:55,R_9QgyjyyaZstpfSE,10 ,대형마트온라인몰을 똑같이 주문하고 편리하고 빠르게 배송 받을 수 좋았어요 그리고 편의점까지 이용할 수 있어서 좋았어요,FEMALE,50대이상,지방,미구독,[Store],1.90921E+11,FEMALE50대이상,
374,2025-10-16 17:12:48,2025-10-16 17:15:37,169,TRUE,2025-10-16 17:15:38,R_9dRO0tjzZIy5yOO,10 ,신속~정확하게~배달해주시고~항상감사합니다~^^,FEMALE,50대이상,지방,구독,[Store],2.30629E+11,FEMALE50대이상,
403,2025-10-16 17:16:17,2025-10-16 17:17:07,49,TRUE,2025-10-16 17:17:09,R_4qsjJmvCVD82ws7,10 ,배달이 빠르고 장보기 편함,FEMALE,50대이상,지방,구독,[BMART],2.10825E+11,FEMALE50대이상,
418,2025-10-16 17:17:16,2025-10-16 17:17:44,28,TRUE,2025-10-16 17:17:46,R_9BPE1F0sc5tu5GY,5 ,ㅅㄷㄹ,FEMALE,50대이상,지방,미구독,[Store],2.30905E+11,FEMALE50대이상,
442,2025-10-16 17:17:45,2025-10-16 17:18:47,61,TRUE,2025-10-16 17:18:48,R_4RPUiZRlFbZOOF3,10 ,"쓸수 있는 쿠폰이 늘어나 
더 저렴하게 구매할 수 있습니다",FEMALE,50대이상,지방,미구독,[Store],2.21228E+11,FEMALE50대이상,
471,2025-10-16 17:19:31,2025-10-16 17:20:32,61,TRUE,2025-10-16 17:20:33,R_4EsOqPlanM3ZbCG,5 ,배송시간이 너무늦어져서,FEMALE,50대이상,지방,구독,[Store],2.00316E+11,FEMALE50대이상,
480,2025-10-16 17:19:44,2025-10-16 17:20:59,75,TRUE,2025-10-16 17:21:00,R_4KHLOWSNToz2BPY,5 ,제품이 다양하지않고 최소배달금액이 너무 커요  배송비가 없는것도 아닌데,FEMALE,50대이상,지방,구독,[Store],2.50911E+11,FEMALE50대이상,
495,2025-10-16 17:16:39,2025-10-16 17:21:58,318,TRUE,2025-10-16 17:21:59,R_9imYWAzJOcAR1JJ,10 ,원래는 대형마트에 직접가서 장보는걸 즐겨하였는데 당장 필요한물품이 있을때 나가기는 힘들었을때 배민을 썼는데 생각보다 빨리왔고 재생용봉투에 담아서 보내는게 맘에 들었습니다 ,FEMALE,50대이상,지방,구독,[Store],2.10412E+11,FEMALE50대이상,
540,2025-10-16 17:23:52,2025-10-16 17:24:54,62,TRUE,2025-10-16 17:24:55,R_46uXOQwhhCug3h7,10 ,신선한 야채와 신속한 배달,FEMALE,50대이상,지방,구독,[BMART],2.11024E+11,FEMALE50대이상,
581,2025-10-16 17:26:36,2025-10-16 17:28:18,102,TRUE,2025-10-16 17:28:19,R_9vi6UF9uXjYN7af,10 ,"빠르고 편리하고
할인쿠폰 잘 활용하면 대형마트처럼 싸게 구입 가능해요
한마디로 가성비 좋아요",FEMALE,50대이상,지방,구독,[BMART],2.1081E+11,FEMALE50대이상,
586,2025-10-16 17:27:02,2025-10-16 17:28:27,85,TRUE,2025-10-16 17:28:28,R_9OZEyEGDTkbDz8w,10 ,급하지 않을 때에도 조금씩 소량 주문할 때 자주 이용해요. B마트에만 있는 상품도 만족스러워요,FEMALE,50대이상,지방,미구독,[BMART],1.80121E+11,FEMALE50대이상,
608,2025-10-16 17:27:00,2025-10-16 17:30:06,186,TRUE,2025-10-16 17:30:07,R_9QXm500oYaQTahd,8 ,밖으로 나가기 불편할때 집에서 편하게 도시락이나 라면 등을 배달 받을수 있어서 편리해요 할인쿠폰이나 세일도 많이하니 구매하는데 부담을 덜수있어요,FEMALE,50대이상,지방,구독,[Store],2.41223E+11,FEMALE50대이상,
662,2025-10-16 17:34:06,2025-10-16 17:35:50,104,TRUE,2025-10-16 17:35:52,R_9kgZKbSt7hYhsmQ,8 ,배송이 빠르고 쿠폰이용하면 저렴하고 소량을 살수있어좋아요,FEMALE,50대이상,지방,구독,[BMART],1.80723E+11,FEMALE50대이상,
672,2025-10-16 17:35:48,2025-10-16 17:37:09,81,TRUE,2025-10-16 17:37:10,R_4XHGVsWJaqgbGHn,8 ,필요한 물건 빨리구입가능하고 배달해줘서 좋은데 야채나 계란이 신선하지않거나 파손되어 올때가 간혹있어요,FEMALE,50대이상,지방,구독,"[BMART, Store]",1.91115E+11,FEMALE50대이상,
705,2025-10-16 17:44:29,2025-10-16 17:45:05,36,TRUE,2025-10-16 17:45:06,R_4NtKX5jfdqkL0u5,8 ,빠르고 정확해요,FEMALE,50대이상,지방,구독,[BMART],1.60902E+11,FEMALE50대이상,
706,2025-10-16 17:43:32,2025-10-16 17:45:29,117,TRUE,2025-10-16 17:45:31,R_9o8abSzqYoQZojf,3 ,제품설명이 부족하고 소량위주여서 잘 사용하지않음,FEMALE,50대이상,지방,미구독,[BMART],2.10917E+11,FEMALE50대이상,
712,2025-10-16 17:45:22,2025-10-16 17:46:21,59,TRUE,2025-10-16 17:46:22,R_9oNQdTMTDEhHq7l,10 ,갑자기필요한 재료를 빠르게 받을수있어 좋아요,FEMALE,50대이상,지방,미구독,[BMART],1.80115E+11,FEMALE50대이상,
731,2025-10-16 17:47:19,2025-10-16 17:50:46,206,TRUE,2025-10-16 17:50:47,R_4QzgQPaVd36pSLL,10 ,"바쁜 시간에 장보러가는시간 차기름값 가격할인률 
신속배달 소비자가 필요한것이 전부준비되어있음",FEMALE,50대이상,지방,구독,[BMART],2.00131E+11,FEMALE50대이상,
732,2025-10-16 17:48:18,2025-10-16 17:50:56,157,TRUE,2025-10-16 17:50:57,R_4P5UBhoGNHxfMBX,5 ,현물이랑사진이랑다르니까요. 직접보고고르는것이 좋지않을까요?,FEMALE,50대이상,지방,구독,[Store],2.01007E+11,FEMALE50대이상,
737,2025-10-16 17:51:43,2025-10-16 17:52:20,36,TRUE,2025-10-16 17:52:21,R_9TX0Vij5UU0hz3H,9 ,편하게 문건을 살수 있습니다.,FEMALE,50대이상,지방,구독,"[BMART, Store]",2.00614E+11,FEMALE50대이상,
779,2025-10-16 18:02:08,2025-10-16 18:02:53,45,TRUE,2025-10-16 18:02:55,R_9yqQVX6GZMcMWbt,9 ,편의성이 좋아요,FEMALE,50대이상,지방,미구독,[Store],2.10827E+11,FEMALE50대이상,
790,2025-10-16 18:04:37,2025-10-16 18:06:14,96,TRUE,2025-10-16 18:06:16,R_9MsS5K0wSrvYeNz,10 ,"주문할때마다
배달속도도 엄청 빠르고
혹시라도 주문 상품중에 품절된 상품은
매장에서 바로 전화해서
취소할건지 대체상품괜챦은지 확인해서 처리해주는 시간도 빨랐어요
저는 만족합니다",FEMALE,50대이상,지방,구독,"[BMART, Store]",2.11212E+11,FEMALE50대이상,
812,2025-10-16 18:10:53,2025-10-16 18:13:56,183,TRUE,2025-10-16 18:13:57,R_95nqF5g9enFjqW5,8 ,"마트가기 곤란한데갑자기 필요한 재로가 없을때 몸이 피곤하고 힘들때 정말 유용하게 잘 이용하고 있어요.
그런데 생각보다 물건이 다양하지 못할때가 있어서 살짝 아쉬울때가 있어요^^",FEMALE,50대이상,지방,구독,[BMART],1.90912E+11,FEMALE50대이상,
813,2025-10-16 18:15:12,2025-10-16 18:15:52,40,TRUE,2025-10-16 18:15:54,R_99gkDhnfN0dwjlR,7 ,"사용하기 편리하고 제품이 신선한편
단 가격할인과 지역확대 필요함",FEMALE,50대이상,지방,구독,[Store],2.50311E+11,FEMALE50대이상,
